Province,District,LocalMunicipality,Name,Longitude,Latitude,ContactPerson,Address,OrgUnitType
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Reddersburg EMS Station,26.17,-29.65,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Reddersburg Private EMS Station,26.16761,-29.653,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Springfontein EMS Station,25.7,-30.25,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Springfontein Private EMS Station,25.703989,-30.266,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Trompsburg EMS Station,25.78,-30.03,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Trompsburg Private EMS Station,,,Reuben Ruiters,Trompsburg,EMS Station
Free State,fs Xhariep District Municipality,fs Letsemeng Local Municipality,fs Jacobsdal EMS Station,24.77157,-29.1299,,,EMS Station
Free State,fs Xhariep District Municipality,fs Letsemeng Local Municipality,fs Jacobsdal Private EMS Station,24.774448,-29.1412,,,EMS Station
Free State,fs Xhariep District Municipality,fs Letsemeng Local Municipality,fs Koffiefontein EMS Station,25.01,-29.4,,,EMS Station
Free State,fs Xhariep District Municipality,fs Letsemeng Local Municipality,fs Koffiefontein Private EMS Station,25.00361,-29.4094,,,EMS Station
Free State,fs Xhariep District Municipality,fs Letsemeng Local Municipality,fs Petrusburg EMS Station,25.41846,-29.1189,,,EMS Station
Free State,fs Xhariep District Municipality,fs Letsemeng Local Municipality,fs Petrusburg Private EMS Station,25.413062,-29.1127,,,EMS Station
Free State,fs Xhariep District Municipality,fs Mohokare Local Municipality,fs Rouxville EMS Station,26.835,-30.415,,,EMS Station
Free State,fs Xhariep District Municipality,fs Mohokare Local Municipality,fs Rouxville Private EMS Station,26.833807,-30.4206,,,EMS Station
Free State,fs Xhariep District Municipality,fs Mohokare Local Municipality,fs Smithfield EMS Station,26.52333,-30.2234,,,EMS Station
Free State,fs Xhariep District Municipality,fs Mohokare Local Municipality,fs Smithfield Private EMS Station,26.530819,-30.2089,,,EMS Station
Free State,fs Xhariep District Municipality,fs Mohokare Local Municipality,fs Zastron EMS Station,27.09436,-30.296,,,EMS Station
Free State,fs Xhariep District Municipality,fs Mohokare Local Municipality,fs Zastron Private EMS Station,27.081635,-30.3042,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Diepsloot EMS Station,,,Mr. M. S. Maphanga,No. 383 Ingwenyama Street; Diepsloot; 2189,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Diepsloot LA EMS Station,28.018,-25.92,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Discovery EMS Station,28.05318,-26.1042,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Edenvale EMS Station,28.138968,-25.988,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Hillbrow EMS Station,28.044,-26.193,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Ivory Park LA EMS Station,28.20142,-25.9905,,"21st August Drive, Ivory Park",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Lonehill LA EMS Station,28.02615,-26.012,,"Cnr Lonehill Boulevard and Crestwood Drive, Lonehill",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Midrand EMS Station,28.123465,-26.0014,Mrs Zanele P Tobolo,Continuity SA Cr Tonetti & Old Pretoria Road Midrand,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Midrand LA EMS Station,28.13565,-25.9822,,Cnr Smuts Street and 1st Avenue,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Obstetric PPT Johannesburg,,,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,gp Planned Patient Transport Johannesburg,,,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg B Health sub-District,gp Brixton LA EMS Station,28.01064,-26.1979,,"Cnr Brixton Road and High Street, Brixton",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg B Health sub-District,gp Randburg LA EMS Station,28.00268,-26.1034,,"Cnr Republic and Braam Fischer Drive, Randburg",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg B Health sub-District,gp Rooseveld Park LA EMS Station,27.98943,-26.1514,,"Cnr Beyers Naude and Preller Drive, Franklin Roosevelt park, Florida",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg C Health sub-District,gp Cosmo City LA EMS Station,,,Rory Clark,"9446 South Africa Drive, Cosmo City Ext 8",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg C Health sub-District,gp Florida Park LA EMS Station,27.90536,-26.1511,,"Golf Club Terrace and Ontdekkers Road, Roodepoort",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg C Health sub-District,gp Hodgsonstreet LA EMS Station,27.86492,-26.1602,,"Hodgson Street, Roodepoort",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg C Health sub-District,gp Huntershill LA EMS Station,27.95234,-26.064,,"Maple Street, Huntershill, Hunters Hill",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg D Health sub-District,gp Chiawelo EMS Station,27.86479,-26.279,,"Cnr Chris Hani Road and Rihlampfu Street, Chiawelo",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg D Health sub-District,gp Diepkloof LA EMS Station,27.94014,-26.2406,,"227 Marthinus Smuts Drive, Diepkloof Zone 1",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg D Health sub-District,gp Dobsonville LA EMS Station,27.86359,-26.222,,"2332 Luthuli Street, Dobsonville",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg D Health sub-District,gp Eldorado Park LA EMS Station,27.92418,-26.2962,,"Cnr Jan de Necker Drive and Golden Highway, Eldorado, Eldorado Park",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg D Health sub-District,gp Jabulani LA EMS Station,27.85486,-26.2482,,"Cnr Koma and Bolani Road, Jabulani, Soweto",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg D Health sub-District,gp Mofolo EMS Station,27.883,-26.247,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg D Health sub-District,gp Protea Glen LA EMS Station,27.803,-26.274,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg D Health sub-District,gp Zola EMS Station,27.831,-26.244,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg E Health sub-District,gp Alex LA EMS Station,28.06892,-26.1025,,"Linden Road, Sandown",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg E Health sub-District,gp Modderfontein LA EMS Station,28.15706,-26.1019,,"2 Thornhill Road, Estate Modderfontein",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg E Health sub-District,gp Northview LA EMS Station,28.09215,-26.1339,,"Cnr Northview Road and Waverly Road, Gresswold",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg E Health sub-District,gp Rosebank LA EMS Station,28.04068,-26.1483,,"Cnr Bath Avenue and Baker Street, Rosebank",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg E Health sub-District,gp Sandown LA EMS Station,28.068444,-26.103,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg E Health sub-District,gp Sandton LA EMS Station,28.06896,-26.1028,,"Cnr Linden Street and Grayston Drive, Sandton",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,gp Berea LA EMS Station,28.05062,-26.182,,"Cnr Mitchell Street and Fife Avenue, Berea",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,gp Central LA EMS Station,28.04595,-26.2077,,"Cnr Kruis and Frederick Streets, Marshalltown",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,gp Fairview LA EMS Station,28.07062,-26.2023,,"400 Commissioner Street, Johannesburg, 2094",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,gp Kibler Park LA EMS Station,28.02303,-26.3053,,"Impala Drive, Cnr Springbok Street, Kibler Park",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,gp Malvern LA EMS Station,28.10531,-26.2012,,"Persimmon Street, Malvern, Johannesburg, 2094",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,gp Turffontein LA EMS Station,28.03844,-26.24,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,gp Lawley LA EMS Station,27.85686,-26.4155,,"Cnr Beatrice and 4th Street, Ennerdale South",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,gp Lenasia EMS station,27.870654,-26.3927,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,gp Orange Farm EMS Station,27.867633,-26.4457,,,EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,gp Orange Farm LA EMS Station,27.868217,-26.4824,,"Chris Hani Street, Orange Farm Ext 4",EMS Station
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,gp Rietfontein LA EMS Station,27.8844,-26.334,,"Nirvana Drive (R554), Rietfontein",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,gp Dr George Mukhari Hospital EMS Station,28.011289,-25.6176,Mr Ricardo Barradas,"Dr George Mukhari Academic Hospital, 3111 Setlogelo Drive, Ga-Rankuwa Unit 2, 0208",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,gp Garankuwa LA EMS Station,28.00683,-25.5882,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,gp Mabopane LA EMS Station,28.087187,-25.4926,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,gp Odi Hospital EMS Station,28.02248,-25.5184,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,gp Rosslyn LA EMS Station,28.09554,-25.6262,,"3 Piet Rautenbach Street, Rosslyn",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,gp Soshanguve Block JJ EMS Station,,,Sipho Sithole,"972 Rivoningo St, Soshanguve JJ, Soshanguve, 0164",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,gp Spectrum LA EMS Station,,,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 2 Health sub-District,gp Hammanskraal LA EMS Station,28.282444,-25.4084,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 2 Health sub-District,gp Jubilee LA EMS Station,28.26494,-25.4025,,"Plot 92, Jubilee Road, Temba",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 2 Health sub-District,gp Maggalies LA EMS Station,28.19268,-25.6787,,"Cnr Lavender and Borage, Annelin",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 2 Health sub-District,gp Temba EMS Station,28.283156,-25.3621,,"Stand 9 and 10 Street 1, Babelegi",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 2 Health sub-District,gp Temba LA EMS Station,28.252871,-25.3859,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 2 Health sub-District,gp Wonderboom LA EMS Station,28.197033,-25.6822,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,gp Atteridgeville LA EMS Station,28.06083,-25.7643,,"Marivate Street, Saulsville",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,gp Hatfield LA EMS Station,28.23076,-25.7501,,"Park Street, Hatfield",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,gp Innesdale LA EMS Station,28.2124,-25.7214,,"14th Avenue, Rietfontein",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,gp Obstetric PPT Tshwane,,,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,gp Phillip Nel Park LA EMS Station,28.13641,-25.7407,,"Cnr Transoranjie Road and Morkel Street, Phillip Nel Park",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,gp Planned Patient Transport Tshwane,28.20256,-25.7322,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,gp Prinshof EMS Station,28.140142,-25.742,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,gp Tshwane 3 LA EMS Station,28.185936,-25.7526,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 4 Health sub-District,gp Centurion LA EMS Station,28.19552,-25.836,,"Basden Avenue, Die Hoewes, Centurion",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 4 Health sub-District,gp Laudium EMS Station,,,Mr ZM Shibambo,"405 Bengal St, Laudium, Centurion, 0037",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 5 Health sub-District,gp Cullinan EMS Station,28.53852,-25.691,,"Zonderwater Road, Cullinan",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 5 Health sub-District,gp De Wagensdrift EMS Station,28.528,-25.514,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 5 Health sub-District,gp Jabulani Tshwane LA EMS Station,28.4451,-25.4479,,"Soutpan Road, Block V, Soshanguve",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 5 Health sub-District,gp Rayton LA EMS Station,28.532,-25.739,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,gp Erasmuskloof LA EMS Station,28.27104,-25.8191,,"Cnr Hans Strijdom and Lois Avenue, Erasmuskloof",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,gp Heuweloord LA EMS Station,28.109334,-25.8836,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,gp Mamelodi LA EMS Station,28.37364,-25.7119,,"Sibande Street, Mamelodi",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,gp Silverton LA EMS Station,28.297,-25.733,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 7 Health sub-District,gp Bronkhorstspruit EMS Station,28.746972,-25.8146,,"Lanham Street, Bronkhorstspruit",EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 7 Health sub-District,gp Bronkhorstspruit LA EMS Station,28.713347,-25.8051,,,EMS Station
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 7 Health sub-District,gp Ekangala EMS Station,28.752,-25.697,,,EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 1 Health sub-District,gp Brakpan LA EMS Station,28.36832,-26.2381,,"116 Wenden Avenue, Brakpan, 1540",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 1 Health sub-District,gp Commercia LA EMS Station,28.1777,-26.0306,,"Cnr Rethabile and Banana Streets, Commercia 9",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 1 Health sub-District,gp Daveyton LA EMS Station,28.41861,-26.1394,,"Aliance Street, Benoni, 1507",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 1 Health sub-District,gp Etwatwa LA EMS Station,28.45421,-26.1156,,"Etwatwa Farm House, Daveyton",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 1 Health sub-District,gp Faranani LA EMS Station,28.37123,-26.3534,,"Modjadji Street, Tsakane, Brakpan",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 1 Health sub-District,gp Pholosong EMS Station,28.377,-26.339,,,EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,gp Duduza LA EMS Station,28.41419,-26.3753,,"3 Nala Street, Duduza",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,gp Far East Rand EMS Station,28.403,-26.235,,,EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,gp Kwa-Thema LA EMS Station,28.43576,-26.2774,,"Hills Road, Selection Park",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,gp Nigel LA EMS Station,28.46975,-26.4201,,"Kerk and Police Road, Nigel",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,gp Selection Park LA EMS Station,28.435888,-26.2773,,"Hill Road, Section Park, Springs",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,gp Springs LA EMS Station,28.43986,-26.2465,,"Boksburg Street, Springs",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,gp Kempton Park LA EMS Station,28.22282,-26.1146,,"Kelvin Street, Kempton Park",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,gp Olifantsfontein LA EMS Station,28.24063,-25.9726,,"Nut Avenue, Clayville, Olifantsfontein",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,gp Tembisa EMS Station,28.225863,-26.0143,,,EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,gp Tembisa LA EMS Station,28.22586,-26.0143,,"Cnr George Nyanga Drive and Sam Molele Street, Tembisa",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,gp Bedfordview LA EMS Station,28.13192,-26.1792,,"Nicol Road, Opp Bedfordview Testing Station",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,gp Benoni LA EMS Station,28.3146,-26.1947,,"Cnr Harpur And Kimbolton Streets, Benoni, 1501",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,gp Boksburg Central LA EMS Station,28.24869,-26.2239,,"Leeuwpoort Road, Boksburg, 1459",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,gp Boksburg Leon Ferreira LA EMS Station,28.25384,-26.1788,,"Cnr Trichardt Street and North Rand Road, Boksburg",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,gp Edenvale LA EMS Station,28.14932,-26.1356,,"Cnr De Wet Street and Van Riebeeck Avenue, Edenvale",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,gp Farramere LA EMS Station,28.29949,-26.1503,,"Sapphire Street, Farramere, Benoni",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,gp Rynefield LA EMS Station,28.333,-26.156,,,EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,gp Alberton LA EMS Station,28.12262,-26.2893,,"10 Bloekom Avenue, Alberton, 1449",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,gp Germiston Central EMS Station,28.170131,-26.2196,,,EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,gp Germiston Central LA EMS Station,28.164392,-26.2207,,"Cnr Angus and Joubert Streets, Germiston",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,gp Obstetric PPT Ekurhuleni,,,,,EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,gp Planned Patient Transport Ekurhuleni,,,,,EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,gp Primrose LA EMS Station,28.15718,-26.1821,,"Cnr Pretoria and Morse Roads, Primrose",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,gp Thelle Mogoerane EMS Station,28.224311,-26.3569,,,EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,gp Vosloorus LA EMS Station,28.21049,-26.3348,,"Bierman Road, Vosloorus",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,gp Wadeville LA EMS Station,28.19846,-26.2738,,"Cnr Osborn Road and Moore Street, Wadeville",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 2 Health sub-District,gp Hlahatsi LA EMS Station,28.15322,-26.3349,,"Ramaboea Street, Hlahatsi, Khatlehong",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 2 Health sub-District,gp Palm Ridge LA EMS Station,28.14039,-26.3881,,"Cnr Teebos Avenue and Soetdoring Street, Palm Ridge",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 2 Health sub-District,gp Thokoza LA EMS Station,28.13686,-26.3441,,"Kumalo Street, Tokoza, 1426",EMS Station
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 2 Health sub-District,gp Zonkezizwe LA EMS Station,28.176719,-26.415,,,EMS Station
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,gp Evaton EMS Station,27.85983,-26.5319,,,EMS Station
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,gp Johan Heyns EMS Station,27.833173,-26.7027,,"Johan Heyns CHC, 6th Floor Room 33, cnr Frikkie Meyer and Pasteur Boulevard Street, Vanderbijlpark",EMS Station
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,gp Kopanong EMS Station,27.933,-26.637,,,EMS Station
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,gp Obstetric PPT Sedibeng,27.83411,-26.703,,,EMS Station
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,gp Planned Patient Transport Sedibeng,27.84622,-26.6061,,,EMS Station
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,gp Sebokeng EMS Station,27.84622,-26.6061,,"Moeshoeshoe Street, Sebokeng",EMS Station
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,gp Vanderbijlpark EMS Station,27.842,-26.734,,,EMS Station
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,gp Vereeniging EMS Station,27.927967,-26.6654,,"De Villiers Avenue and Joubert Street, Vereeniging Central",EMS Station
Gauteng,gp Sedibeng District Municipality,gp Lesedi Local Municipality,gp Devon EMS Station,28.782045,-26.3609,,"Devon Road (R550), Devon",EMS Station
Gauteng,gp Sedibeng District Municipality,gp Lesedi Local Municipality,gp Heidelberg EMS Station,28.359688,-26.504,,"Voortrekker Street, Heidelberg",EMS Station
Gauteng,gp Sedibeng District Municipality,gp Midvaal Local Municipality,gp Meyerton EMS Station,28.014439,-26.5673,,"Johan Le Roux Road and Galloway Street, Meyerton",EMS Station
Gauteng,gp West Rand District Municipality,gp Merafong City Local Municipality,gp Carletonville EMS Station,27.39711,-26.3509,,"Annan Road and Onxy Drive, Carletonville",EMS Station
Gauteng,gp West Rand District Municipality,gp Merafong City Local Municipality,gp Fochville EMS Station,27.496,-26.481,,,EMS Station
Gauteng,gp West Rand District Municipality,gp Merafong City Local Municipality,gp Khutsong EMS Station,27.328,-26.328,,,EMS Station
