Province,District,LocalMunicipality,Name,Longitude,Latitude,ContactPerson,Address,OrgUnitType
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Ga-Segonyana Local Municipality,nc Ga-Segonyana EMS Station,23.4425,-27.4607,,,EMS Station
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Ga-Segonyana Local Municipality,nc Kuruman EMS Station,23.26563,-27.276,,,EMS Station
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,nc Cassels EMS Station,23.991,-26.965,,,EMS Station
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,nc Heuningvlei EMS Station,23.139,-26.3051,,,EMS Station
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,nc Kudumane EMS Station,,,,,EMS Station
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,nc Loopeng EMS Station,23.351,-26.796,,,EMS Station
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,nc Madibeng EMS Station,22.848441,-26.5719,,,EMS Station
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,nc Van Zylsrus EMS Station,22.053,-26.878,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Hantam Local Municipality,nc Brandvlei EMS Station,20.481,-30.462,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Hantam Local Municipality,nc Calvinia EMS Station,19.776,-31.461,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Hantam Local Municipality,nc Loeriesfontein EMS Station,19.443,-30.963,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Hantam Local Municipality,nc Nieuwoudtville EMS Station,19.116,-31.367,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Kamiesberg Local Municipality,nc Garies EMS Station,17.989,-30.565,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Kamiesberg Local Municipality,nc Hondeklipbaai EMS Station,17.278,-30.318,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Kamiesberg Local Municipality,nc Kamieskroon EMS Station,17.56112,-30.1251,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Kamiesberg Local Municipality,nc Leliefontein EMS Station,18.082,-30.314,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Karoo Hoogland Local Municipality,nc Fraserburg EMS Station,21.503,-31.917,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Karoo Hoogland Local Municipality,nc Sutherland EMS Station,20.665,-32.398,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Karoo Hoogland Local Municipality,nc Williston EMS Station,20.915,-31.335,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Kh������i-Ma Local Municipality,nc Pella EMS Station,19.154,-29.032,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Kh������i-Ma Local Municipality,nc Pofadder EMS Station,19.394,-29.128,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Nama Khoi Local Municipality,nc Komaggas EMS Station,17.488,-29.796,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Nama Khoi Local Municipality,nc Springbok EMS Station,17.883,-29.66,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Nama Khoi Local Municipality,nc Steinkopf EMS Station,17.736,-29.262,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Richtersveld Local Municipality,nc Alexander Bay EMS Station,16.483,-28.612,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Richtersveld Local Municipality,nc Kuboes EMS Station,16.992,-28.447,,,EMS Station
Northern Cape,nc Namakwa District Municipality,nc Richtersveld Local Municipality,nc Port Nolloth EMS Station,16.871,-29.25,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Emthanjeni Local Municipality,nc Britstown EMS Station,23.501,-30.583,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Emthanjeni Local Municipality,nc De Aar EMS Station,24.008,-30.659,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Emthanjeni Local Municipality,nc Hanover EMS Station,24.447,-31.067,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Kareeberg Local Municipality,nc Carnarvon EMS Station,22.126,-30.963,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Kareeberg Local Municipality,nc Van Wyksvlei EMS Station,21.824,-30.348,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Kareeberg Local Municipality,nc Vosburg EMS Station,22.878,-30.576,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Renosterberg Local Municipality,nc Petrusville EMS Station,24.657,-30.078,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Renosterberg Local Municipality,nc Phillipstown EMS Station,24.471,-30.436,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Siyancuma Local Municipality,nc Douglas EMS Station,23.768,-29.059,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Siyancuma Local Municipality,nc Griekwastad EMS Station,23.253,-28.843,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Siyathemba Local Municipality,nc Marydale EMS Station,22.104,-29.409,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Siyathemba Local Municipality,nc Prieska EMS Station,22.737,-29.668,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Thembelihle Local Municipality,nc Hopetown EMS Station,24.088,-29.627,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Thembelihle Local Municipality,nc Strydenburg EMS Station,23.668,-29.637,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Ubuntu Local Municipality,nc Richmond EMS Station,23.95,-31.409,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Ubuntu Local Municipality,nc Victoria West EMS Station,23.117,-31.406,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Umsobomvu Local Municipality,nc Colesberg EMS Station,25.101,-30.708,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Umsobomvu Local Municipality,nc Norvalspont EMS Station,25.454,-30.629,,,EMS Station
Northern Cape,nc Pixley ka Seme District Municipality,nc Umsobomvu Local Municipality,nc Noupoort EMS Station,24.951,-31.184,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Dawid Kruiper Local Municipality,nc Askham EMS Station,20.782,-26.981,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Dawid Kruiper Local Municipality,nc Karos EMS Station,,,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Dawid Kruiper Local Municipality,nc Mier EMS Station,,,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Dawid Kruiper Local Municipality,nc Rietfontein EMS Station,20.029,-26.736,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Dawid Kruiper Local Municipality,nc Upington EMS Station,21.218,-28.464,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Kai !Garib Local Municipality,nc Augrabies EMS Station,20.428,-28.671,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Kai !Garib Local Municipality,nc Kakamas EMS Station,20.622,-28.78,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Kai !Garib Local Municipality,nc Keimoes EMS Station,20.955,-28.705,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Kai !Garib Local Municipality,nc Kenhardt EMS Station,21.158,-29.353,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Kgatelopele Local Municipality,nc Danielskuil EMS Station,23.547,-28.182,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Kgatelopele Local Municipality,nc Kgatelopele EMS Station,,,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc !Kheis Local Municipality,nc Groblershoop EMS Station,21.982,-28.895,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc !Kheis Local Municipality,nc Grootdrink EMS Station,,,,,EMS Station
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Tsantsabane Local Municipality,nc Postmasburg EMS Station,23.06,-28.327,,,EMS Station
North West,nw Bojanala Platinum District Municipality,nw Kgetlengrivier Local Municipality,nw Kgetlengrivier EMS Station,26.898392,-25.8598,,,EMS Station
North West,nw Bojanala Platinum District Municipality,nw Madibeng Local Municipality,nw Madibeng EMS Station,27.776,-25.636,,,EMS Station
North West,nw Bojanala Platinum District Municipality,nw Moretele Local Municipality,nw Moretele EMS Station,27.96,-25.145,,,EMS Station
North West,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,nw Moses Kotane EMS Station,27.161,-25.18,,,EMS Station
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,nw Rustenburg EMS Station,27.244,-25.677,,,EMS Station
North West,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,nw Klerksdorp EMS Station,26.662,-26.877,,,EMS Station
North West,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,nw Potchefstroom EMS Station,27.083,-26.726,,,EMS Station
North West,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,nw Ventersdorp EMS Station,26.819,-26.31,,,EMS Station
North West,nw Dr Kenneth Kaunda District Municipality,nw Maquassi Hills Local Municipality,nw Maquassi Hills EMS Station,25.998615,-27.3129,,,EMS Station
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Greater Taung Local Municipality,nw Taung EMS Station,24.791,-27.537,,,EMS Station
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,nw Kagisano EMS Station,24.1804,-26.6007,,,EMS Station
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,nw Molopo EMS Station,24.72984,-26.9582,,,EMS Station
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Lekwa-Teemane Local Municipality,nw Lekwa-Teemane EMS Station,25.163785,-27.9116,,,EMS Station
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Mamusa Local Municipality,nw Mamusa EMS Station,25.182,-27.149,,,EMS Station
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Naledi Local Municipality,nw Naledi EMS Station,24.722556,-26.9465,,,EMS Station
North West,nw Ngaka Modiri Molema District Municipality,nw Ditsobotla Local Municipality,nw Ditsobotla EMS Station,26.24,-26.32,,,EMS Station
North West,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,nw Mahikeng EMS Station,25.637389,-25.8463,,,EMS Station
North West,nw Ngaka Modiri Molema District Municipality,nw Ramotshere Moiloa Local Municipality,nw Ramotshere Moiloa EMS Station,26.037,-25.525,,,EMS Station
North West,nw Ngaka Modiri Molema District Municipality,nw Ratlou Local Municipality,nw Ratlou EMS Station,25.122,-26.262,,,EMS Station
North West,nw Ngaka Modiri Molema District Municipality,nw Tswaing Local Municipality,nw Tswaing EMS Station,25.368,-26.5,,,EMS Station
Western Cape,wc Cape Winelands District Municipality,wc Breede Valley Local Municipality,wc De Doorns EMS Station,19.671,-33.481,,,EMS Station
Western Cape,wc Cape Winelands District Municipality,wc Breede Valley Local Municipality,wc Touws River EMS Station,20.028,-33.34,,,EMS Station
Western Cape,wc Cape Winelands District Municipality,wc Breede Valley Local Municipality,wc Worcester EMS Station,19.458,-33.6455,,,EMS Station
Western Cape,wc Cape Winelands District Municipality,wc Drakenstein Local Municipality,wc Paarl EMS Station,18.966,-33.731,,,EMS Station
Western Cape,wc Cape Winelands District Municipality,wc Langeberg Local Municipality,wc Bonnievale EMS Station,20.077,-33.936,,,EMS Station
Western Cape,wc Cape Winelands District Municipality,wc Langeberg Local Municipality,wc Montagu EMS Station,20.123,-33.797,,,EMS Station
Western Cape,wc Cape Winelands District Municipality,wc Langeberg Local Municipality,wc Robertson EMS Station,19.891,-33.801,,,EMS Station
Western Cape,wc Cape Winelands District Municipality,wc Stellenbosch Local Municipality,wc Stellenbosch EMS Station,18.87,-33.93,,,EMS Station
Western Cape,wc Cape Winelands District Municipality,wc Witzenberg Local Municipality,wc Ceres EMS Station,19.30083,-33.363,,,EMS Station
Western Cape,wc Cape Winelands District Municipality,wc Witzenberg Local Municipality,wc Tulbagh EMS Station,19.146,-33.284,,,EMS Station
Western Cape,wc Central Karoo District Municipality,wc Beaufort West Local Municipality,wc Beaufort West EMS Station,22.607,-32.352,,,EMS Station
Western Cape,wc Central Karoo District Municipality,wc Beaufort West Local Municipality,wc Murraysburg EMS Station,23.769,-31.962,,,EMS Station
Western Cape,wc Central Karoo District Municipality,wc Beaufort West Local Municipality,wc Nelspoort EMS Station,23.005,-32.088,,,EMS Station
Western Cape,wc Central Karoo District Municipality,wc Laingsburg Local Municipality,wc Laingsburg EMS Station,20.85,-33.194,,,EMS Station
Western Cape,wc Central Karoo District Municipality,wc Prince Albert Local Municipality,wc Klaarstroom EMS Station,22.535,-33.33,,,EMS Station
Western Cape,wc Central Karoo District Municipality,wc Prince Albert Local Municipality,wc Leeu-Gamka EMS Station,21.967,-32.767,,,EMS Station
Western Cape,wc Central Karoo District Municipality,wc Prince Albert Local Municipality,wc Merweville EMS Station,21.515,-32.664,,,EMS Station
Western Cape,wc Central Karoo District Municipality,wc Prince Albert Local Municipality,wc Prince Albert EMS Station,22.02583,-33.2166,,,EMS Station
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Eastern Health sub-District,wc Khayelitsha Eastern EMS Station,18.674944,-34.0471,,,EMS Station
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Eastern Health sub-District,wc Somerset West EMS Station,18.848,-34.085,,,EMS Station
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Northern Health sub-District,wc Tygerberg Northern EMS Station,18.636784,-33.8819,,,EMS Station
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,wc Atlantis/False Bay/Hout Bay EMS Station,,,,,EMS Station
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,wc Southern EMS Station,,,,,EMS Station
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,wc ICU and Flying Squad Program EMS Station,,,,,EMS Station
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,wc Pinelands Western EMS Station,18.495,-33.936,,,EMS Station
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Mitchells Plain Health sub-District,wc Lentegeur Southern EMS Station,18.613125,-34.0219,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Bitou Local Municipality,wc Plettenberg Bay EMS Station,23.367,-34.055,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc George Local Municipality,wc George EMS Station,22.453,-33.96,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc George Local Municipality,wc Uniondale EMS Station,23.125,-33.659,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc George Local Municipality,wc Wilderness EMS Station,22.474,-33.963,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Hessequa Local Municipality,wc Albertinia EMS Station,21.584,-34.204,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Hessequa Local Municipality,wc Heidelberg EMS Station,20.962,-34.102,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Hessequa Local Municipality,wc Langeberg EMS Station,18.705109,-33.8392,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Hessequa Local Municipality,wc Riversdale EMS Station,21.254,-34.093,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Kannaland Local Municipality,wc Calitzdorp EMS Station,21.681,-33.528,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Kannaland Local Municipality,wc Ladismith EMS Station,21.268,-33.487,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Knysna Local Municipality,wc Knysna EMS Station,23.058,-34.036,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Mossel Bay Local Municipality,wc Mossel Bay EMS Station,22.127,-34.185,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Oudtshoorn Local Municipality,wc Dysselsdorp EMS Station,22.439,-33.575,,,EMS Station
Western Cape,wc Garden Route District Municipality,wc Oudtshoorn Local Municipality,wc Oudtshoorn EMS Station,22.188,-33.588,,,EMS Station
Western Cape,wc Overberg District Municipality,wc Cape Agulhas Local Municipality,wc Bredasdorp EMS Station,20.047,-34.535,,,EMS Station
Western Cape,wc Overberg District Municipality,wc Overstrand Local Municipality,wc Hermanus EMS Station,19.228,-34.422,,,EMS Station
Western Cape,wc Overberg District Municipality,wc Overstrand Local Municipality,wc Riviersonderend EMS Station,19.925,-34.148,,,EMS Station
Western Cape,wc Overberg District Municipality,wc Swellendam Local Municipality,wc Barrydale EMS Station,20.722,-33.907,,,EMS Station
Western Cape,wc Overberg District Municipality,wc Swellendam Local Municipality,wc Swellendam EMS Station,20.449,-34.023,,,EMS Station
Western Cape,wc Overberg District Municipality,wc Theewaterskloof Local Municipality,wc Caledon EMS Station,19.433,-34.224,,,EMS Station
Western Cape,wc Overberg District Municipality,wc Theewaterskloof Local Municipality,wc Grabouw EMS Station,19.181,-34.204,,,EMS Station
Western Cape,wc Overberg District Municipality,wc Theewaterskloof Local Municipality,wc Villiersdorp EMS Station,19.31,-33.99,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Bergrivier Local Municipality,wc Piketberg EMS Station,18.698,-32.865,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Bergrivier Local Municipality,wc Porterville EMS Station,18.993,-33.018,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Cederberg Local Municipality,wc Citrusdal EMS Station,19.017,-32.598,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Cederberg Local Municipality,wc Clanwilliam EMS Station,18.89,-32.183,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Cederberg Local Municipality,wc Lamberts Bay EMS Station,18.306,-32.094,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Matzikama Local Municipality,wc Bitterfontein EMS Station,18.264153,-31.0394,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Matzikama Local Municipality,wc Van Rhynsdorp EMS Station,18.751,-31.6,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Matzikama Local Municipality,wc Vredendal EMS Station,18.504,-31.669,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Saldanha Bay Local Municipality,wc Vredenburg EMS Station,17.99,-32.913,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Swartland Local Municipality,wc Darling EMS Station,18.386,-33.37,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Swartland Local Municipality,wc Malmesbury EMS Station,18.717,-33.467,,,EMS Station
Western Cape,wc West Coast District Municipality,wc Swartland Local Municipality,wc Moorreesburg EMS Station,18.664,-33.15,,,EMS Station
