state,date,ML,High_90,Low_90
iLembe,2020-07-28,1.07,1.65,0.43
iLembe,2020-07-29,0.80,1.34,0.14
iLembe,2020-07-30,0.75,1.31,0.11
iLembe,2020-07-31,0.66,1.22,0.05
iLembe,2020-08-01,0.67,1.23,0.04
iLembe,2020-08-02,0.62,1.17,0.00
iLembe,2020-08-03,0.58,1.15,0.00
iLembe,2020-08-04,0.57,1.15,0.00
iLembe,2020-08-05,0.83,1.44,0.12
iLembe,2020-08-06,1.29,1.93,0.54
iLembe,2020-08-07,1.77,2.38,1.07
iLembe,2020-08-08,1.89,2.45,1.22
iLembe,2020-08-09,1.84,2.40,1.24
iLembe,2020-08-10,1.58,2.10,0.97
iLembe,2020-08-11,1.14,1.67,0.55
iLembe,2020-08-12,0.72,1.22,0.12
iLembe,2020-08-13,0.26,0.81,0.00
iLembe,2020-08-14,0.06,0.63,0.00
iLembe,2020-08-15,0.04,0.61,0.00
iLembe,2020-08-16,0.07,0.63,0.00
iLembe,2020-08-17,0.15,0.71,0.00
iLembe,2020-08-18,0.30,0.88,0.00
