date,YYYYMMDD,western,southern,northern,tygerberg,eastern,klipfontein,mitchells_plain,khayelitsha,bitou,stellenbosch,drakenstein,george,overstrand,breede_valley,hessequa,mossel_bay,swellendam,theewaterskloof,unknown
29-03-2020,20200329,106,98,16,15,10,5,5,1,9,8,6,6,5,3,3,3,1,1,9
