Province,District,Sub-district,Vaccination site,Address,Open days per week,Type
KwaZulu Natal,Harry Gwala DM,Gr Kokstad LM,Clicks Pharmacy Kokstad,"Shop 28, Kokstad Regional Centre, 86 Main Road",5 days,Clicks (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Clicks Pharmacy Watercrest Mall,141 Inanda Road,5 days,Clicks (Private)
KwaZulu Natal,Amajuba DM,Newcastle LM,Dis-Chem Pharmacy Newcastle,Newcastle Corner Cnr Memel Road And Allen Street,6 days,Dis-Chem (Private)
KwaZulu Natal,King Cetshwayo DM,City of uMhlathuze LM,Dis-Chem Richards Bay Pharmacy,"Shop U068, Boardwalk Inkwazi, Kruger Rand Rd, Richards Bay, 3900. K.Z.N.",6 days,Dis-Chem (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Dis-Chem Amanzimtoti Pharmacy,"Cnr. Moss Kolnick Dr & N2, Umbogintwini, Amanzimtoti",6 days,Dis-Chem (Private)
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,Dis-Chem Midlands Mall Pharmacy,50 Sanctuary Road,6 days,Dis-Chem (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Dis-Chem Westville Pharmacy,"Shop L58, Westwood Mall,16 Lincoln Terrace, Westville, 3629, Durban, K.Z.N.",6 days,Dis-Chem (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Glen Lucia Pharmacy,"Shop 109, La Lucia Mall, 90 William Campbell Dr, La Lucia",6 days,Dis-Chem (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Dis-Chem Gateway Pharmacy,"Shop F211, Gateway Theater Of Shopping, No1 Palm Boulevard, Umhlanga Ridge. K.Z.N.",6 days,Dis-Chem (Private)
KwaZulu Natal,iLembe DM,KwaDukuza LM,Dis-Chem Ballito Lifestyle Pharmacy,"Shop 65, Ballito Lifestyle Centre, Douglas Crowe Drive, Cnr P398 & P445 Main Road, Ballito, K.Z.N.",6 days,Dis-Chem (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Hashmed Pharmacy,37 Sol Harris Crescent Shop 2,6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Sparkport Pharmacy (Overport),382 400 Randles Road,6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Sparkport Musgrave Pharmacy,77 Musgrave Road,6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Todd Pharmacy & Medicine Depot,"Shop 2, 56 Todd Street, Verulam, 4339",6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Pharmacare Morningside Dispensary,"163 Lilian Ngoyi Road, Morningside",6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Sparkport City Pharmacy,454 Smith Street,6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Hilltop Pharmacy,183 Umhlanga Rocks Drive,6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Newkwa Pharmacy,"913 Inanda Road, Newlands West",6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Durban North Pharmacy,35 Umhlanga Rocks Drive,6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Pharmacy at Spar Sea Views,"884 Bluff Road, Durban",6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Natraj Pharmacy,"Shop 25-30 Hamagiri Road, Merebank Shopping Centre",6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Randles Road Pharmacy,468 Randles Road,6 days,ICPA (Private)
KwaZulu Natal,uMgungundlovu DM,uMngeni LM,Hilton Pharmacy,"Shop 16 The Quarry Centre, 57 Hilton Avenue, Hilton, 3201",6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Thrive Pharmacy KLOOF,"1 Natalia Terrace, Charles Way, Kloof",6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Sparkport Pharmacy (Quality Street),315 Quality Street,6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Sparkport Pharmacy - Warner Beach,125 Kingsway,6 days,ICPA (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Sparkport Pharmacy (Chatsworth),50 Joyhurst Street,6 days,ICPA (Private)
KwaZulu Natal,iLembe DM,KwaDukuza LM,Thrive Ballito Pharmacy,"Shop 21, 22 Sandra Road, Balvista Centre",6 days,ICPA (Private)
KwaZulu Natal,uMgungundlovu DM,uMngeni LM,Lenmed Howick Hosp,107 Main Street,5 days,Lenmed (Private)
KwaZulu Natal,King Cetshwayo DM,City of uMhlathuze LM,Life Empangeni Prv Hosp,Cnr Biyela and Ukuli Streets,5 days,Life Healthcare (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Life Entabeni Hosp,148 Mazisi Kunene Road,5 days,Life Healthcare (Private)
KwaZulu Natal,uMgungundlovu DM,uMngeni LM,Life Hilton Prv Hosp,2 Monzali Drive,5 days,Life Healthcare (Private)
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,Mediclinic Pietermaritzburg Hosp,90 Payn Street,5 days,Mediclinic (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Momentum Metropolitan Vaccination Centre-Cornubia,"201 Umhlanga Ridge Boulevard, Cornubia, Durban",5 days,Momentum (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Netcare St Augustine s Hosp,"107 JB Marks Road, Bulwer",5 days,Netcare (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Pick N Pay Pharmacy - Durban North,"Uitsig Road, Durban North 4051",6 days,Pick n Pay (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Pick N Pay Pharmacy - South Coast,Cnr Oppenheimer & Arbor Street,6 days,Pick n Pay (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Pinelands Pharmacy,27c Caversham Road,5 days,The Local Choice (Private)
KwaZulu Natal,Amajuba DM,Dannhauser LM,kz Dannhauser CHC,7 Durnacol Road Dannhauser,Monday to Friday | 07:30 - 16:00,Public
KwaZulu Natal,Amajuba DM,Emadlangeni LM,kz Niemeyer Hospital,Kantoor Street,Monday to Friday | 07:30 - 16:00,Public
KwaZulu Natal,Amajuba DM,Newcastle LM,Amajuba Education Centre,"10008 Ma10 St, Madadeni",2 days,Public
KwaZulu Natal,Amajuba DM,Newcastle LM,kz Madadeni Hospital,Madadeni Road F001 Madadeni,Monday to Friday | 07:30 - 16:00,Public
KwaZulu Natal,Amajuba DM,Newcastle LM,kz Newcastle Hospital,4 Hopspital Street,Monday to Friday | 07:30 - 16:00,Public
KwaZulu Natal,Amajuba DM,Newcastle LM,Osizweni Community Hall,8119 Osizweni Next to Osizweni Clinic 1,7 days,Public
KwaZulu Natal,eThekwini MM,North,Amaoti Clinic,Mfeke Road Off D787 Rd 108757 Amaoti,Mon to Sun | 08:00-16:00,Public
KwaZulu Natal,eThekwini MM,North,Amaoti Community Hall,Inanda next to police Station,5 days,Public
KwaZulu Natal,eThekwini MM,North,Bethsaida Ministries International,565 Stonebridge Drive,5 days,Public
KwaZulu Natal,eThekwini MM,North,Inanda C Community Health Centre,C 135 Umshado Rd Inanda,5 days,Public
KwaZulu Natal,eThekwini MM,North,Kwamashu Indoor Sports Centre,"Linda nzama ,bhejane road ,kwamashu",5 days,Public
KwaZulu Natal,eThekwini MM,North,"Mountainview Hall, Verulam","27 oleander road,mountview, verulem",5 days,Public
KwaZulu Natal,eThekwini MM,North,Sivananda Clinic,Near Ohlange School,Mon to Sun | 08:00-16:00,Public
KwaZulu Natal,eThekwini MM,North,Tongaat Indoor Sports Centre,"4399, Gandhi s Hill, Tongaat",5 days,Public
KwaZulu Natal,eThekwini MM,South,Addington Hospital,16 Erskine Terrace,5 days,Public
KwaZulu Natal,eThekwini MM,South,Amanzimtoti Civic Centre,,5 days,Public
KwaZulu Natal,eThekwini MM,South,Yellowwood park community hall,"1 Pelican Pl, Yellow Wood Park, Durban, 4004",5 days,Public
KwaZulu Natal,eThekwini MM,South,Inkosi Albert Luthuli Central Hospital,800 Vusi Mzimela Road Umkumbaan,5 days,Public
KwaZulu Natal,eThekwini MM,South,King Edward VIII Hospital,Corner of Rick Turner and Sydney Road,5 days,Public
KwaZulu Natal,eThekwini MM,South,Makhutha Clinic,2399 Mfundi Ngadi Road Kwamakhutha Township Amanzimtoti,7 days,Public
KwaZulu Natal,eThekwini MM,South,Moses Mabhida People's Park,,7 days,Public
KwaZulu Natal,eThekwini MM,South,Nelson Mandela Youth Centre Chatsworth,"14 joyhurst street ,westcliff, chastwoth",5 days,Public
KwaZulu Natal,eThekwini MM,South,Prince Mshiyeni Memorial Hospital,Griffiths Mxenge Highway Mangosuthu Highway Mobeni,5 days,Public
KwaZulu Natal,eThekwini MM,South,Toyota SAM,15 Prospecton Road Isipingo,5 days,Public
KwaZulu Natal,eThekwini MM,South,Umbumbulu Hall,Umbumbulu area,5 days,Public
KwaZulu Natal,eThekwini MM,South,Umlazi D Clinic,Cnr Asijiki And Siyavota Road Mobeni,5 days,Public
KwaZulu Natal,eThekwini MM,South,Umlazi D Hall,Ntoto Zulu road,5 days,Public
KwaZulu Natal,eThekwini MM,South,Umlazi K Hall,K1326 mgaga road,5 days,Public
KwaZulu Natal,eThekwini MM,South,Umlazi U21 Clinic,U 105 Maurice Gumede Drive Umlazi,5 days,Public
KwaZulu Natal,eThekwini MM,South,Umnini Clinic,Area 35 Next To Enkanyezini Store Mobeni,,Public
KwaZulu Natal,eThekwini MM,South,Umzomuhle Clinic,H1432 Umlazi T/Shop Umhlabunzima Road Umlazi,,Public
KwaZulu Natal,eThekwini MM,South,Wentworth Hospital,1 Boston Road,5 days,Public
KwaZulu Natal,eThekwini MM,West,Dassenhoek Community hall,"8 Recreation Road, Pinetown, Nagina",5 days,Public
KwaZulu Natal,eThekwini MM,West,Mpumalanga Comm Hall,197 Shezi Main Road,7 days,Public
KwaZulu Natal,eThekwini MM,West,Peaceville Clinic,1 Georgedale Road Hammarsdale,,
KwaZulu Natal,eThekwini MM,West,Pinetown Civic Centre,"60 Kings Rd, New Germany, Pinetown",7 days,Public
KwaZulu Natal,eThekwini MM,West,Shongweni Clinic,"Corner Salem And Sgubhu Road, Shongweni Dam, Hillcrest",,
KwaZulu Natal,eThekwini MM,West,St. Mary's (Mariannhill) Hospital,1 Hospital Road,5 days,Public
KwaZulu Natal,eThekwini MM,West,Watercrest Underground Parking,141 Inanda Road waterfall Durban,5 days,Public
KwaZulu Natal,Harry Gwala DM,Dr N Dlamini Zuma LM,Underberg Clinic,114 Underberg Main Road,,Public
KwaZulu Natal,Harry Gwala DM,Dr Nkosazana Dlamini-Zuma LM,kz Pholela CHC,D1213 Hlanganani Road Bulwer,5 days,Public
KwaZulu Natal,Harry Gwala DM,Dr Nkosazana Dlamini-Zuma LM,kz St Apollinaris Hospital,Centocow Road Centocow Mission Unknown,5 days,Public
KwaZulu Natal,Harry Gwala DM,Greater Kokstad LM,kz East Griqualand and Usher Memorial Hospital,57 Corner of The Avenue and Elliot Street,6 days,Public
KwaZulu Natal,Harry Gwala DM,uMzimkhulu LM,kz Rietvlei Hospital,R56 Rietvlei Location,6 days,Public
KwaZulu Natal,Harry Gwala DM,uMzimkhulu LM,kz St Margaret's TB MDR Hospital,Off R56 P/Bag X517 Umzimkhulu,6 days,Public
KwaZulu Natal,iLembe DM,KwaDukuza LM,General Justice Gizenga Mpanza Hospital,Corner Of Patterson and King Shaka Street 23A King Shaka Street,,Public
KwaZulu Natal,iLembe DM,Mandeni LM,Love Life Community Hall,"1 Thokoza Road ,Sundumbili, Endlondlweni, 4491",,Public
KwaZulu Natal,iLembe DM,Mandeni LM,Sundumbili CHC,A682 Msomuhle Road,7 days,Public
KwaZulu Natal,iLembe DM,Maphumulo LM,Umphumulo Hospital,R74 Greytown Road Umphumulo Stanger,,Public
KwaZulu Natal,iLembe DM,Maphumulo LM,uNtunjambili Hospital,Kranskop Main Road Ntunjambili,,Public
KwaZulu Natal,iLembe DM,Ndwedwe LM,Montebello Hospital,614 Noordsberg Road,,Public
KwaZulu Natal,iLembe DM,Ndwedwe LM,Ndwedwe CHC,P 100 Caneland Ndwedwe,7 days,Public
KwaZulu Natal,King Cetshwayo DM,City of uMhlathuze LM,Ngwelezana Hospital,"Thanduyise Dr, next to police station",Mon to Fri | 08:30-16:30,Public
KwaZulu Natal,King Cetshwayo DM,City of uMhlathuze LM,Nseleni CHC,45 uBhejane street Nseleni Empangeni 3882,Mon to Fri | 08:30-16:30,Public
KwaZulu Natal,King Cetshwayo DM,City of uMhlathuze LM,Queen Nandi Regional Hospital,29 union street Empangeni 3880,Mon to Fri | 08:30-16:30,Public
KwaZulu Natal,King Cetshwayo DM,Mthonjaneni LM,KwaMagwaza Hospital,KwaMagwaza Road,Mon to Fri | 08:30-16:30,Public
KwaZulu Natal,King Cetshwayo DM,Nkandla LM,Ekhombe Hospital,Qhudeni Road,Mon to Fri | 08:30-16:30,Public
KwaZulu Natal,King Cetshwayo DM,Nkandla LM,Nkandla Hospital,49 Mbatha Lane,Mon to Fri | 08:30-16:30,Public
KwaZulu Natal,King Cetshwayo DM,uMlalazi LM,Catherine Booth Hospital,"KwaKhoza Reserve, Umlalazi Municipality, Ward 15",Mon to Fri | 08:30-16:30,Public
KwaZulu Natal,King Cetshwayo DM,uMlalazi LM,Eshowe Hospital,40 Kangela Street,Mon to Fri | 08:30-16:30,Public
KwaZulu Natal,King Cetshwayo DM,uMlalazi LM,Mbongolwane Hospital,N2 to Ulundi / Melmoth turn-off left at Eshowe/Nkandla turn-off + 30 km to Ntumeni left to Pett Store turn right +15 km to school turn right + 3 km Mbongolwane,Mon to Fri | 08:30-16:30,Public
KwaZulu Natal,Ugu DM,Ray Nkonyeni LM,Gamalakhe Community Health Centre,Off Ray Nkonyeni Rd Cnr Michael Nsimbi&Rev Sithole Street Gamalakhe,08:30-15:00,Public
KwaZulu Natal,Ugu DM,Ray Nkonyeni LM,Murchison Hospital,Murchison Main Harding Road and Kokstad road,08:30-15:00,Public
KwaZulu Natal,Ugu DM,Ray Nkonyeni LM,Port Shepstone Hospital,1-11 Bazley Street,08:30-15:00,Public
KwaZulu Natal,Ugu DM,Umdoni LM,GJ Crooke's Hospital,1 Hospital Road,08:30-15:00,Public
KwaZulu Natal,Ugu DM,Umuziwabantu LM,St Andrew's Hospital,14 Moodie Street 19 Ballance Street,08:30-16:00,Public
KwaZulu Natal,Ugu DM,Umzumbe LM,Mfundo Arnold Lushaba CHC (Turton CHC),"19, Mnafu Area Umzumbe Magistrate Court Road, Mtwalume",08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,Impendle LM,Imbaliyezwe Community Hall,,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,Impendle LM,Impendle Community Hall,,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,Mpofana LM,Bruntville CHC,100Old Main Main Road Bruntville Mooirivier,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,AF Wood Hall,539 Boom Street Pietermaritzburg,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,East Boom CHC,Cnr East and 541 Boom Street,Mon to Fri | 08:30-15:00,Public
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,Edendale Hospital,89 Edendale Road,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,Grey's Hospital,201 Town Bush Road,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,Northdale Hospital,1390 Chota Motala Road,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,Msunduzi LM,Truro Community Hall,"771 Bombay Road, Northdale",Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,Richmond LM,Agricultural Hall,Nelson Street 3780 Richmond,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,Richmond LM,Richmond Chest Hospital,Chilley Road Richmond 3780,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,The Msunduzi LM,Imbalenhle CHC,Imbali Unit 3 Thwala Road,Mon to Fri | 08:30-15:00,Public
KwaZulu Natal,uMgungundlovu DM,The Msunduzi LM,Royal Show Grounds,1 Old Howick Road,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,uMngeni LM,Umgeni Waterfall Institute Hospital,Old Main Road Howic,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,uMgungundlovu DM,uMshwathi LM,Appelsbosch Hospital,R44 Fawnlease Road Ozwathini,Mon to Fri | 08:30-16:00,Public
KwaZulu Natal,Umkhanyakude DM,Big 5 Hlabisa LM,Inkosi Mzondeni Community Hall,Makhanyisa Street,Mon to Fri | 08:00-17:00,Public
KwaZulu Natal,Umkhanyakude DM,Jozini LM,Bethesda Hospital (Mlingo),Main Road Ubombo,"Mon to Fri | 08:30-16:00, Sat 09:00-16:00",Public
KwaZulu Natal,Umkhanyakude DM,Jozini LM,Bhambanana Community Hall,"Bhambanana area, 300 Metres from the road T Junction",Mon to Fri | 08:00-17:00,Public
KwaZulu Natal,Umkhanyakude DM,Jozini LM,Msiyane Community Hall,"Msiyane Area, Next to Othobothini CHC",Mon to Fri | 08:00-18:00,Public
KwaZulu Natal,Umkhanyakude DM,Umhlabuyalingana LM,Tembe Tribal Community Hall,Manguzi Main Road,Mon to Fri | 09:00-15:00,Public
KwaZulu Natal,Umkhanyakude DM,Umhlabuyalingana LM,Vuka Mabasa Hall,"Mseleni Area, Next to Mseleni Hospital",Mon to Fri | 09:00-16:00,Public
KwaZulu Natal,Umzinyathi DM,Msinga LM,CJ Mthethwa Hall,Shepstone Road,Mon to Fri | 08:00-16:00,Public
KwaZulu Natal,Umzinyathi DM,Msinga LM,Pomeroy CHC,Shepstone Road Pomeroy 3020,Mon to Sun | 08:00-16:00,Public
KwaZulu Natal,Umzinyathi DM,Nquthu LM,Charles Johnson Memorial Hospital,Lot 92 Hlubi Street,Mon to Sun | 08:00-16:00,Public
KwaZulu Natal,Uthukela DM,Inkosi Langalibalele LM,Estcourt Hospital,Old Main Road,08:00-16:00,Public
KwaZulu Natal,uThukela DM,Inkosi Langalibalele LM,Forderville Community Hall,"Forderville Area, Ward 10",08:00-16:00,Public
KwaZulu Natal,Uthukela DM,Inkosi Langalibalele LM,Geza Community Hall,"Geza Area, Ward 4, Loskop",08:00-16:00,Public
KwaZulu Natal,Uthukela DM,Inkosi Langalibalele LM,Moyeni Community Hall,"Moyeni Area, Ward 3, Loskop",08:00-16:00,Public
KwaZulu Natal,uThukela DM,Inkosi Langalibalele LM,Ntabamhlophe Thusong Centre,"Ward 15, Inkosi Langalibalele, Ntabamhlophe area",08:00-16:00,Public
KwaZulu Natal,uThukela DM,Inkosi Langalibalele LM,Weenen Community Hall,"Weenen Area, Ward 22",08:00-16:00,Public
KwaZulu Natal,uThukela DM,Inkosi Langalibalele LM,Wembezi Community Hall,"Wembezi Township, Ward 8",08:00-16:00,Public
KwaZulu Natal,Zululand DM,AbaQulusi LM,Vryheid Hospital,Coswald Brown Stree,Mon to Fri | 08:00-16:00,Public
KwaZulu Natal,Zululand DM,eDumbe LM,eDumbe CHC,Stand 463E Dumbe Main Street Paulpietersburg,Mon to Fri | 08:00-16:00,Public
KwaZulu Natal,Zululand DM,Nongoma LM,Benedictine Hospital,Lot 93 Vryheid Road,Mon to Fri | 08:00-16:00,Public
KwaZulu Natal,Zululand DM,Ulundi LM,Ceza Hospital,Echibini Road,Mon to Fri | 08:00-16:00,Public
KwaZulu Natal,Zululand DM,Ulundi LM,Nkonjeni Hospital,Nkiya Road,Mon to Fri | 08:00-16:00,Public
KwaZulu Natal,Zululand DM,uPhongolo LM,Itshelejuba Hospital,Along N2 Road 32 KM from Pongola town,Mon to Fri | 08:00-16:00,Public
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Discovery - Park Square,Corner Centenary Boulevard and Park Avenue uMhlanga Ridge,7 days,Discovery (Private)
KwaZulu Natal,eThekwini MM,eThekwini MM Sub,Discovery - Virgin Active Pavilion,"Pavilion Shopping Centre, 5 Jack Martens Dr, Dawncliffe, Westville",7 days,Discovery (Private)
Gauteng,Tshwane MM,Tshwane 2 SD,Medscheme Louwlardia,"21 Watershed Close, Louwlardia",5 days,Afrocentric (Private)
Gauteng,Johannesburg MM,Johannesburg C SD,Medscheme Florida (Roodepoort),37 Conrad Street,5 days,Afrocentric (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Busamed Modderfontein Private Hospital,"33 Fir Street, SE 3",5 days,Busamed (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Clicks Pharmacy Fairland Walk,Cnr Beyers Naude and Wilson Street,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Clicks Pharmacy Campus Square,C/O Kingsway Road and University Road,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg C SD,Clicks Pharmacy Honey Ridge,Corner of Beyers Naude Drive and Duiker Street,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Clicks Pharmacy Cresta,Beyers Naude Drive,5 days,Clicks (Private)
Gauteng,West Rand DM,Rand West City LM,Clicks Pharmacy Kagiso Mall,Cnr Randfontein Road & Kagiso Street,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg A SD,Clicks Pharmacy Fourways,Cnr William Nicol Drive & Fir Avenue,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Clicks Pharmacy Atterbury,Atterbury Road,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg C SD,Clicks Pharmacy Clearwater Mall,C/O Hendrik Potgieter Road and Christiaan De Wet Road,5 days,Clicks (Private)
Gauteng,Sedibeng DM,Emfuleni LM,Clicks Pharmacy Riverside Centre,"Shop no. 2, Riverside Centre, Cnr Bryanston Dr &, The River Rd, Bryanston",5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Clicks Pharmacy Brightwater Commons,"Shop 189-191, Randburg Waterfront, Republic Road",5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Clicks Pharmacy Appletons Village,Malibongwe Drive,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg F SD,Clicks Pharmacy Nicolway,Cnr William Nicol & Wedgewood Road,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg A SD,Clicks Pharmacy Mall of Africa,"Allandale Road, Juksei View",5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg A SD,Clicks Pharmacy Dainfern,Cnr William Nicol Drive & Broadacres Drive,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Clicks Pharmacy Percegold,277 Pretorius Street,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg D SD,Clicks Pharmacy Protea Glen,Protea Glen Centre,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg D SD,Clicks Pharmacy Maponya Mall,Old Potchefstroom Road,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 1 SD,Clicks Pharmacy Northpark,C/O Burger Street and Rachel De Beer Street,5 days,Clicks (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni S1 SD,Clicks Pharmacy Sam Ntuli Mall,Cnr Masakhane & Kumalo Street,5 days,Clicks (Private)
Gauteng,Sedibeng DM,Emfuleni LM,Clicks Pharmacy Thabong,Moshoeshoe Street,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg D SD,Clicks Pharmacy Diepkloof Square,Cnr Jack Klipin & Immink Roads,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg D SD,Clicks Pharmacy Jabulani Mall,"Shop 39, Jabulani Mall, CNR Bolani Street & Koma Road",5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Clicks Pharmacy Olympus Village,Achilles Way and Olympus Drive,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg G SD,Clicks Pharmacy Trade Route Mall,C/O Nirvana Road and Lenasia Road,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Clicks Pharmacy Quagga Centre,Cnr Church & Quagga Streets,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Fedsure Forum - Clicks,"Shop 4-7A, Federated Forum, 315 Pretorius Street",5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Clicks Pharmacy Melrose Arch,C/O High Street and Athol Oakland Drive,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 4 SD,Clicks Pharmacy Centurion,"234, Embankment Rd, Centurion Central",5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Clicks Pharmacy Gezina,"Shop 26, Gezina Galleries, Michael Brink Street, Gezina",5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 2 SD,Clicks Pharmacy Kolonade,C/O Zambezi & Sefako Makgato,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg F SD,Clicks Pharmacy Mall of the South,Cnr Swartkoppies Road And Kliprevier Drive,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Clicks Pharmacy Rivonia,Rivonia Road,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Clicks Pharmacy Brixton Mall,"SHOP 38, 60 & 61, PROTEA MALL",5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Clicks Pharmacy Sandton City,Rivonia Road,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Greenstone Mall Clicks Pharmacy,Modderfontein Road,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg A SD,Clicks Pharmacy Kyalami,Kyalami Main Cnr Main & Kyalami Roads,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 4 SD,Clicks Pharmacy Doringkloof,C/O Aster Road and Lupin Road,5 days,Clicks (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni E1 SD,Clicks Pharmacy Daveyton,Cnr Eiselen & Turton Street,5 days,Clicks (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N2 SD,Clicks Pharmacy Village View,Cnr Kloef & Van Buuren Road,5 days,Clicks (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N2 SD,Clicks Pharmacy East Rand Mall,Cnr Rietfontein & Bentel Streets,5 days,Clicks (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N2 SD,Clicks Pharmacy Eastgate,"Shop U1&U2, Eastgate Shopping Centre, Bradford Road",5 days,Clicks (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N2 SD,Clicks Northmead Square Pharmacy,C/O 14Th Avenue and O'Rielly Merry Road,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Clicks Pharmacy -Tshwane Mall,Cnr Stormvoel/Tsamaya Roads,5 days,Clicks (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N2 SD,Clicks Pharmacy Parkrand,Van Wyk Louw Road,5 days,Clicks (Private)
Gauteng,Sedibeng DM,Midvaal LM,Meyerton Clicks Pharmacy,Loch Street,5 days,Clicks (Private)
