date,YYYYMMDD,EC,FS,GP,KZN,LP,MP,NC,NW,WC,total,source
07-07-2020,20200707,3299,,2770,1079,,,,,3694,10994,https://www.samrc.ac.za/sites/default/files/files/2020-07-19/WeeklyDeaths7July2020.pdf
14-07-2020,20200714,4903,329,4708,2074,299,331,,238,4022,17090,https://www.samrc.ac.za/sites/default/files/files/2020-07-22/WeeklyDeaths14July2020_0.pdf
